order_id,supplier_id,total_emissions,budget,violation_type,compliance
O00085,S023,193.76000000000002,150,DATA_QUALITY_ISSUE,FAIL
O00086,S037,455.37,300,COMPLIANT,FAIL
O00087,S031,75.19,300,COMPLIANT,PASS
O00088,S031,257.69,300,COMPLIANT,PASS
O00089,S014,226.6,250,COMPLIANT,PASS
O00090,S002,129.78,150,COMPLIANT,PASS
O00091,S005,191.57999999999998,150,COMPLIANT,FAIL
O00092,S009,155.53,150,COMPLIANT,FAIL
O00093,S021,190.3,250,COMPLIANT,PASS
O00094,S001,155.7,250,COMPLIANT,PASS
O00095,S004,145.23,150,COMPLIANT,PASS
O00096,S028,118.08,250,PROCESS_VIOLATION,PASS
O00097,S046,60.769999999999996,150,COMPLIANT,PASS
O00098,S014,226.6,250,COMPLIANT,PASS
O00099,S007,107.12,150,DATA_QUALITY_ISSUE,PASS
O00100,S011,200.67999999999998,300,COMPLIANT,PASS
O00101,S031,257.69,300,CARBON_VIOLATION,PASS
O00102,S019,63.86,150,DATA_QUALITY_ISSUE,PASS
O00103,S005,321.78,300,COMPLIANT,FAIL
O00104,S020,96.88000000000001,250,COMPLIANT,PASS
O00105,S041,174.73,250,COMPLIANT,PASS
O00106,S011,119.48,150,COMPLIANT,PASS
O00107,S014,776.6,250,COMPLIANT,FAIL
O00108,S016,155.7,300,COMPLIANT,PASS
O00109,S032,152.24,250,COMPLIANT,PASS
O00110,S017,779.22,150,PROCESS_VIOLATION,FAIL
O00111,S026,160.68,150,COMPLIANT,FAIL
O00112,S016,155.7,250,COMPLIANT,PASS
O00113,S031,126.28999999999999,300,COMPLIANT,PASS
O00114,S042,146.26,300,COMPLIANT,PASS
O00115,S035,67.98,300,COMPLIANT,PASS
O00116,S019,63.86,250,COMPLIANT,PASS
O00117,S026,269.88,250,COMPLIANT,FAIL
O00118,S045,723.65,300,DATA_QUALITY_ISSUE,FAIL
O00119,S016,92.7,150,COMPLIANT,PASS
O00120,S029,95.78999999999999,150,COMPLIANT,PASS
O00121,S002,129.78,150,COMPLIANT,PASS
O00122,S014,380.6,150,COMPLIANT,FAIL
O00123,S009,533.03,300,CARBON_VIOLATION,FAIL
O00124,S050,384.77000000000004,250,COMPLIANT,FAIL
O00125,S035,114.18,250,COMPLIANT,PASS
O00126,S005,321.78,300,COMPLIANT,FAIL
O00127,S017,241.01999999999998,300,COMPLIANT,PASS
O00128,S006,307.94,150,COMPLIANT,FAIL
O00129,S008,58.71,150,COMPLIANT,PASS
O00130,S035,114.18,150,COMPLIANT,PASS
O00131,S023,115.36,250,COMPLIANT,PASS
O00132,S050,166.77,150,PROCESS_VIOLATION,FAIL
O00133,S004,145.23,250,COMPLIANT,PASS
O00134,S009,533.03,250,CARBON_VIOLATION,FAIL
O00135,S020,96.88000000000001,150,COMPLIANT,PASS
O00136,S027,164.35,250,COMPLIANT,PASS
O00137,S024,191.57999999999998,250,COMPLIANT,PASS
O00138,S005,693.78,300,PROCESS_VIOLATION,FAIL
O00139,S036,373.67999999999995,150,COMPLIANT,FAIL
O00140,S010,174.73,150,COMPLIANT,FAIL
O00141,S045,354.65,150,COMPLIANT,FAIL
O00142,S001,155.7,250,COMPLIANT,PASS
O00143,S014,776.6,250,COMPLIANT,FAIL
O00144,S020,57.68,250,COMPLIANT,PASS
O00145,S035,114.18,250,COMPLIANT,PASS
O00146,S004,243.92999999999998,150,COMPLIANT,FAIL
O00147,S003,223.17000000000002,150,COMPLIANT,FAIL
O00148,S018,132.87,150,COMPLIANT,PASS
O00149,S039,115.91000000000001,250,COMPLIANT,PASS
O00150,S013,174.42000000000002,300,PROCESS_VIOLATION,PASS
O00151,S043,122.83000000000001,300,COMPLIANT,PASS
O00152,S046,102.07,250,COMPLIANT,PASS
O00153,S029,160.89,150,COMPLIANT,FAIL
O00154,S017,241.01999999999998,250,COMPLIANT,PASS
O00155,S028,166.08,300,COMPLIANT,PASS
O00156,S046,48.97,300,PROCESS_VIOLATION,PASS
O00157,S004,145.23,150,COMPLIANT,PASS
O00158,S018,223.17000000000002,150,DATA_QUALITY_ISSUE,FAIL
O00159,S027,97.85,300,COMPLIANT,PASS
O00160,S042,146.26,300,COMPLIANT,PASS
O00161,S004,243.92999999999998,250,COMPLIANT,PASS
O00162,S010,356.53,150,CARBON_VIOLATION,FAIL
O00163,S005,656.58,300,COMPLIANT,FAIL
O00164,S023,193.76000000000002,150,COMPLIANT,FAIL
O00165,S007,179.92,150,COMPLIANT,FAIL
O00166,S009,533.03,300,CARBON_VIOLATION,FAIL
O00167,S043,73.13,150,COMPLIANT,PASS
O00168,S041,104.03,300,COMPLIANT,PASS
O00169,S031,126.28999999999999,300,COMPLIANT,PASS
O00170,S022,147.29,300,COMPLIANT,PASS
O00171,S024,693.78,150,PROCESS_VIOLATION,FAIL
O00172,S019,107.26000000000002,300,COMPLIANT,PASS
O00173,S002,217.97999999999996,250,COMPLIANT,PASS
O00174,S012,60.769999999999996,150,COMPLIANT,PASS
O00175,S023,115.36,300,COMPLIANT,PASS
O00176,S032,310.64000000000004,150,CARBON_VIOLATION,FAIL
O00177,S011,200.67999999999998,250,COMPLIANT,PASS
O00178,S025,250.29,300,COMPLIANT,PASS
O00179,S048,766.01,150,COMPLIANT,FAIL
O00180,S035,67.98,150,COMPLIANT,PASS
O00181,S026,269.88,300,COMPLIANT,PASS
O00182,S031,75.19,300,COMPLIANT,PASS
O00183,S037,455.37,250,CARBON_VIOLATION,FAIL
O00184,S015,156.56,150,COMPLIANT,FAIL
O00185,S034,145.32,150,COMPLIANT,PASS
O00186,S025,420.39000000000004,250,COMPLIANT,FAIL
O00187,S008,98.61000000000001,300,COMPLIANT,PASS
O00188,S045,211.15,250,COMPLIANT,PASS
O00189,S011,177.48,150,PROCESS_VIOLATION,FAIL
O00190,S008,58.71,250,COMPLIANT,PASS
O00191,S044,332.16,150,COMPLIANT,FAIL
O00192,S005,321.78,150,COMPLIANT,FAIL
O00193,S003,132.87,300,COMPLIANT,PASS
O00194,S024,656.58,300,COMPLIANT,FAIL
O00195,S039,115.91000000000001,250,COMPLIANT,PASS
O00196,S021,113.3,250,COMPLIANT,PASS
O00197,S027,97.85,250,COMPLIANT,PASS
O00198,S008,98.61000000000001,300,DATA_QUALITY_ISSUE,PASS
O00199,S010,104.03,250,COMPLIANT,PASS
O00200,S009,261.22999999999996,250,COMPLIANT,FAIL
O00201,S018,132.87,300,COMPLIANT,PASS
O00202,S007,107.12,150,COMPLIANT,PASS
O00203,S050,112.27,150,COMPLIANT,PASS
O00204,S009,155.53,250,COMPLIANT,PASS
O00205,S016,317.7,150,CARBON_VIOLATION,FAIL
O00206,S036,805.68,300,PROCESS_VIOLATION,FAIL
O00207,S006,628.34,150,COMPLIANT,FAIL
O00208,S019,63.86,250,COMPLIANT,PASS
O00209,S029,95.78999999999999,300,COMPLIANT,PASS
O00210,S048,223.51,300,COMPLIANT,PASS
O00211,S017,241.01999999999998,250,COMPLIANT,PASS
O00212,S038,43.16,150,PROCESS_VIOLATION,PASS
O00213,S027,164.35,250,COMPLIANT,PASS
O00214,S046,102.07,150,COMPLIANT,PASS
O00215,S021,190.3,250,COMPLIANT,PASS
O00216,S039,236.51000000000002,300,CARBON_VIOLATION,PASS
O00217,S037,132.87,150,COMPLIANT,PASS
O00218,S034,145.32,300,COMPLIANT,PASS
O00219,S045,354.65,250,COMPLIANT,FAIL
O00220,S046,60.769999999999996,150,COMPLIANT,PASS
O00221,S004,145.23,300,COMPLIANT,PASS
O00222,S043,73.13,250,COMPLIANT,PASS
O00223,S021,212.3,300,PROCESS_VIOLATION,PASS
O00224,S004,243.92999999999998,300,COMPLIANT,PASS
O00225,S032,152.24,300,COMPLIANT,PASS
O00226,S021,190.3,150,COMPLIANT,FAIL
O00227,S015,156.56,300,COMPLIANT,PASS
O00228,S004,145.23,150,COMPLIANT,PASS
O00229,S033,494.2,150,CARBON_VIOLATION,FAIL
O00230,S026,550.6800000000001,150,DATA_QUALITY_ISSUE,FAIL
O00231,S043,122.83000000000001,300,COMPLIANT,PASS
O00232,S038,89.96,300,COMPLIANT,PASS
O00233,S033,144.2,250,COMPLIANT,PASS
O00234,S012,60.769999999999996,250,COMPLIANT,PASS
O00235,S039,115.91000000000001,300,COMPLIANT,PASS
O00236,S030,166.08,300,COMPLIANT,PASS
O00237,S042,529.66,250,PROCESS_VIOLATION,FAIL
O00238,S039,236.51000000000002,250,CARBON_VIOLATION,PASS
O00239,S023,115.36,300,COMPLIANT,PASS
O00240,S031,126.28999999999999,300,COMPLIANT,PASS
O00241,S006,307.94,300,COMPLIANT,FAIL
O00242,S003,132.87,300,COMPLIANT,PASS
O00243,S044,677.76,300,COMPLIANT,FAIL
O00244,S025,857.7900000000001,150,COMPLIANT,FAIL
O00245,S018,132.87,150,COMPLIANT,PASS
O00246,S019,107.26000000000002,250,COMPLIANT,PASS
O00247,S046,60.769999999999996,250,COMPLIANT,PASS
O00248,S040,61.8,250,COMPLIANT,PASS
O00249,S011,409.47999999999996,250,COMPLIANT,FAIL
O00250,S037,223.17000000000002,150,COMPLIANT,FAIL
O00251,S045,211.15,150,COMPLIANT,FAIL
O00252,S016,92.7,300,COMPLIANT,PASS
O00253,S036,222.48000000000002,250,COMPLIANT,PASS
O00254,S046,60.769999999999996,150,COMPLIANT,PASS
O00255,S002,217.97999999999996,250,COMPLIANT,PASS
O00256,S010,104.03,300,COMPLIANT,PASS
O00257,S032,152.24,250,COMPLIANT,PASS
O00258,S004,243.92999999999998,300,COMPLIANT,PASS
O00259,S041,83.83,250,PROCESS_VIOLATION,PASS
O00260,S025,420.39000000000004,250,COMPLIANT,FAIL
O00261,S008,98.61000000000001,300,COMPLIANT,PASS
O00262,S031,75.19,250,COMPLIANT,PASS
O00263,S050,112.27,300,COMPLIANT,PASS
O00264,S007,179.92,250,DATA_QUALITY_ISSUE,PASS
O00265,S027,164.35,250,COMPLIANT,PASS
O00266,S033,242.2,300,COMPLIANT,PASS
O00267,S006,592.74,150,PROCESS_VIOLATION,FAIL
O00268,S022,247.39,250,COMPLIANT,PASS
O00269,S043,250.63,300,DATA_QUALITY_ISSUE,PASS
O00270,S007,367.12,300,CARBON_VIOLATION,FAIL
O00271,S037,132.87,250,COMPLIANT,PASS
O00272,S024,656.58,300,COMPLIANT,FAIL
O00273,S023,395.35999999999996,250,CARBON_VIOLATION,FAIL
O00274,S021,135.3,250,PROCESS_VIOLATION,PASS
O00275,S045,211.15,150,COMPLIANT,FAIL
O00276,S040,103.8,150,COMPLIANT,PASS
O00277,S028,166.08,150,COMPLIANT,FAIL
O00278,S034,145.32,150,COMPLIANT,PASS
O00279,S031,75.19,250,COMPLIANT,PASS
O00280,S029,179.49,150,PROCESS_VIOLATION,FAIL
O00281,S048,766.01,250,COMPLIANT,FAIL
O00282,S040,61.8,250,COMPLIANT,PASS
O00283,S016,137.7,150,PROCESS_VIOLATION,PASS
O00284,S041,336.33,300,PROCESS_VIOLATION,FAIL
O00285,S040,103.8,150,COMPLIANT,PASS
O00286,S031,75.19,150,COMPLIANT,PASS
O00287,S028,118.08,250,PROCESS_VIOLATION,PASS
O00288,S040,211.8,150,CARBON_VIOLATION,FAIL
O00289,S043,122.83000000000001,150,COMPLIANT,PASS
O00290,S012,102.07,250,COMPLIANT,PASS
O00291,S023,193.76000000000002,250,COMPLIANT,PASS
O00292,S023,115.36,300,COMPLIANT,PASS
O00293,S028,166.08,300,COMPLIANT,PASS
O00294,S038,89.96,150,COMPLIANT,PASS
O00295,S022,247.39,150,COMPLIANT,FAIL
O00296,S024,191.57999999999998,300,COMPLIANT,PASS
O00297,S021,91.3,300,PROCESS_VIOLATION,PASS
O00298,S019,63.86,150,COMPLIANT,PASS
O00299,S045,395.65,250,PROCESS_VIOLATION,FAIL
O00300,S021,113.3,300,COMPLIANT,PASS
O00301,S035,127.38,150,PROCESS_VIOLATION,PASS
O00302,S016,155.7,150,COMPLIANT,FAIL
O00303,S045,764.65,150,PROCESS_VIOLATION,FAIL
O00304,S043,122.83000000000001,250,COMPLIANT,PASS
O00305,S038,89.96,150,COMPLIANT,PASS
O00306,S017,826.02,250,COMPLIANT,FAIL
O00307,S043,122.83000000000001,150,COMPLIANT,PASS
O00308,S031,75.19,150,COMPLIANT,PASS
O00309,S008,98.61000000000001,300,COMPLIANT,PASS
O00310,S030,338.88,300,COMPLIANT,FAIL
O00311,S014,226.6,300,COMPLIANT,PASS
O00312,S036,222.48000000000002,150,COMPLIANT,FAIL
O00313,S006,628.34,250,COMPLIANT,FAIL
O00314,S042,501.26,250,COMPLIANT,FAIL
O00315,S003,455.37,300,COMPLIANT,FAIL
O00316,S025,857.7900000000001,150,COMPLIANT,FAIL
O00317,S013,117.42,150,COMPLIANT,PASS
O00318,S046,102.07,150,COMPLIANT,PASS
O00319,S005,656.58,250,CARBON_VIOLATION,FAIL
O00320,S014,776.6,250,COMPLIANT,FAIL
O00321,S001,92.7,250,COMPLIANT,PASS
O00322,S028,98.88,250,COMPLIANT,PASS
O00323,S019,107.26000000000002,150,COMPLIANT,PASS
O00324,S011,119.48,250,COMPLIANT,PASS
O00325,S028,98.88,300,COMPLIANT,PASS
O00326,S001,92.7,300,COMPLIANT,PASS
O00327,S034,86.52,250,COMPLIANT,PASS
O00328,S002,444.78,300,CARBON_VIOLATION,FAIL
O00329,S011,177.48,150,PROCESS_VIOLATION,FAIL
O00330,S002,129.78,300,COMPLIANT,PASS
O00331,S037,223.17000000000002,300,COMPLIANT,PASS
O00332,S021,91.3,300,PROCESS_VIOLATION,PASS
O00333,S031,75.19,150,COMPLIANT,PASS
O00334,S044,677.76,300,COMPLIANT,FAIL
O00335,S041,104.03,250,COMPLIANT,PASS
O00336,S022,247.39,250,COMPLIANT,PASS
O00337,S046,102.07,300,COMPLIANT,PASS
O00338,S014,776.6,150,COMPLIANT,FAIL
O00339,S005,191.57999999999998,300,COMPLIANT,PASS
O00340,S046,102.07,250,COMPLIANT,PASS
O00341,S008,98.61000000000001,250,COMPLIANT,PASS
O00342,S016,92.7,250,COMPLIANT,PASS
O00343,S017,404.82000000000005,300,COMPLIANT,FAIL
O00344,S046,102.07,150,COMPLIANT,PASS
O00345,S009,533.03,250,COMPLIANT,FAIL
O00346,S009,533.03,300,CARBON_VIOLATION,FAIL
O00347,S042,146.26,250,COMPLIANT,PASS
O00348,S038,43.16,250,PROCESS_VIOLATION,PASS
O00349,S018,132.87,150,COMPLIANT,PASS
O00350,S041,104.03,300,COMPLIANT,PASS
O00351,S009,291.42999999999995,250,PROCESS_VIOLATION,FAIL
O00352,S037,223.17000000000002,300,COMPLIANT,PASS
O00353,S035,114.18,250,COMPLIANT,PASS
O00354,S035,67.98,250,COMPLIANT,PASS
O00355,S017,241.01999999999998,250,COMPLIANT,PASS
O00356,S021,190.3,300,COMPLIANT,PASS
O00357,S007,159.12,300,PROCESS_VIOLATION,PASS
O00358,S027,164.35,300,COMPLIANT,PASS
O00359,S024,191.57999999999998,150,COMPLIANT,FAIL
O00360,S010,174.73,300,COMPLIANT,PASS
O00361,S016,155.7,150,COMPLIANT,FAIL
O00362,S021,113.3,300,COMPLIANT,PASS
O00363,S001,92.7,250,COMPLIANT,PASS
O00364,S027,164.35,250,COMPLIANT,PASS
O00365,S011,200.67999999999998,300,COMPLIANT,PASS
O00366,S002,217.97999999999996,250,COMPLIANT,PASS
O00367,S021,113.3,250,COMPLIANT,PASS
O00368,S026,160.68,300,COMPLIANT,PASS
O00369,S045,723.65,250,COMPLIANT,FAIL
O00370,S046,102.07,300,DATA_QUALITY_ISSUE,PASS
O00371,S021,388.3,250,CARBON_VIOLATION,FAIL
O00372,S022,147.29,300,COMPLIANT,PASS
O00373,S019,107.26000000000002,300,COMPLIANT,PASS
O00374,S031,126.28999999999999,250,COMPLIANT,PASS
O00375,S047,603.63,300,COMPLIANT,FAIL
O00376,S044,332.16,300,DATA_QUALITY_ISSUE,FAIL
O00377,S048,766.01,150,COMPLIANT,FAIL
O00378,S049,173.0,150,COMPLIANT,FAIL
O00379,S023,216.16000000000003,300,PROCESS_VIOLATION,PASS
O00380,S007,179.92,300,DATA_QUALITY_ISSUE,PASS
O00381,S003,132.87,250,COMPLIANT,PASS
O00382,S022,147.29,250,COMPLIANT,PASS
O00383,S001,155.7,150,COMPLIANT,FAIL
O00384,S045,211.15,250,COMPLIANT,PASS
O00385,S047,176.13,300,COMPLIANT,PASS
O00386,S023,115.36,300,COMPLIANT,PASS
O00387,S003,455.37,300,COMPLIANT,FAIL
O00388,S014,380.6,300,COMPLIANT,FAIL
O00389,S048,223.51,300,COMPLIANT,PASS
O00390,S039,236.51000000000002,150,CARBON_VIOLATION,FAIL
O00391,S007,107.12,250,COMPLIANT,PASS
O00392,S023,193.76000000000002,150,COMPLIANT,FAIL
O00393,S026,269.88,300,COMPLIANT,PASS
O00394,S038,53.56,300,COMPLIANT,PASS
O00395,S029,160.89,300,COMPLIANT,PASS
O00396,S050,112.27,250,COMPLIANT,PASS
O00397,S042,501.26,250,COMPLIANT,FAIL
O00398,S008,201.21,150,CARBON_VIOLATION,FAIL
O00399,S049,173.0,150,COMPLIANT,FAIL
O00400,S015,262.96,150,COMPLIANT,FAIL
O00401,S011,119.48,150,COMPLIANT,PASS
O00402,S018,223.17000000000002,250,COMPLIANT,PASS
O00403,S037,132.87,150,COMPLIANT,PASS
O00404,S009,261.22999999999996,150,COMPLIANT,FAIL
O00405,S021,190.3,300,COMPLIANT,PASS
O00406,S012,72.57,250,PROCESS_VIOLATION,PASS
O00407,S009,261.22999999999996,300,COMPLIANT,PASS
O00408,S019,63.86,300,COMPLIANT,PASS
O00409,S005,191.57999999999998,300,DATA_QUALITY_ISSUE,PASS
O00410,S001,155.7,250,COMPLIANT,PASS
O00411,S001,155.7,250,COMPLIANT,PASS
O00412,S017,358.02000000000004,300,PROCESS_VIOLATION,FAIL
O00413,S020,96.88000000000001,150,COMPLIANT,PASS
O00414,S028,338.88,300,CARBON_VIOLATION,FAIL
O00415,S041,104.03,150,COMPLIANT,PASS
O00416,S017,826.02,250,COMPLIANT,FAIL
O00417,S030,338.88,300,CARBON_VIOLATION,FAIL
O00418,S030,98.88,300,COMPLIANT,PASS
O00419,S031,126.28999999999999,300,COMPLIANT,PASS
O00420,S034,145.32,300,COMPLIANT,PASS
O00421,S049,173.0,300,COMPLIANT,PASS
O00422,S046,102.07,300,COMPLIANT,PASS
O00423,S015,156.56,250,COMPLIANT,PASS
O00424,S037,132.87,250,COMPLIANT,PASS
O00425,S010,194.93,150,PROCESS_VIOLATION,FAIL
O00426,S046,90.27,300,PROCESS_VIOLATION,PASS
O00427,S001,317.7,250,CARBON_VIOLATION,FAIL
O00428,S030,166.08,150,COMPLIANT,FAIL
O00429,S042,146.26,150,COMPLIANT,PASS
O00430,S036,762.48,250,CARBON_VIOLATION,FAIL
O00431,S007,179.92,150,COMPLIANT,FAIL
O00432,S050,188.57000000000002,300,COMPLIANT,PASS
O00433,S032,90.64,150,COMPLIANT,PASS
O00434,S027,164.35,150,COMPLIANT,FAIL
O00435,S036,222.48000000000002,300,COMPLIANT,PASS
O00436,S001,110.7,250,PROCESS_VIOLATION,PASS
O00437,S045,170.15,300,PROCESS_VIOLATION,PASS
O00438,S032,152.24,300,COMPLIANT,PASS
O00439,S029,95.78999999999999,300,COMPLIANT,PASS
O00440,S046,102.07,300,COMPLIANT,PASS
O00441,S017,287.82,300,PROCESS_VIOLATION,PASS
O00442,S037,455.37,250,CARBON_VIOLATION,FAIL
O00443,S050,188.57000000000002,150,COMPLIANT,FAIL
O00444,S011,200.67999999999998,300,COMPLIANT,PASS
O00445,S030,338.88,150,COMPLIANT,FAIL
O00446,S001,155.7,250,COMPLIANT,PASS
O00447,S032,152.24,300,COMPLIANT,PASS
O00448,S023,395.35999999999996,250,CARBON_VIOLATION,FAIL
O00449,S013,197.22000000000003,150,COMPLIANT,FAIL
O00450,S023,193.76000000000002,150,COMPLIANT,FAIL
O00451,S020,197.67999999999998,250,CARBON_VIOLATION,PASS
O00452,S024,619.38,300,PROCESS_VIOLATION,FAIL
O00453,S048,766.01,150,COMPLIANT,FAIL
O00454,S020,96.88000000000001,250,COMPLIANT,PASS
O00455,S033,144.2,300,COMPLIANT,PASS
O00456,S014,380.6,250,COMPLIANT,FAIL
O00457,S018,223.17000000000002,300,COMPLIANT,PASS
O00458,S021,113.3,300,COMPLIANT,PASS
O00459,S050,188.57000000000002,250,COMPLIANT,PASS
O00460,S039,115.91000000000001,250,COMPLIANT,PASS
O00461,S027,97.85,250,COMPLIANT,PASS
O00462,S009,261.22999999999996,250,COMPLIANT,FAIL
O00463,S037,223.17000000000002,250,COMPLIANT,PASS
O00464,S049,193.0,150,PROCESS_VIOLATION,FAIL
O00465,S005,358.98,250,PROCESS_VIOLATION,FAIL
O00466,S018,455.37,250,CARBON_VIOLATION,FAIL
O00467,S046,102.07,150,COMPLIANT,PASS
O00468,S032,134.64,250,PROCESS_VIOLATION,PASS
O00469,S035,114.18,150,COMPLIANT,PASS
O00470,S014,226.6,150,COMPLIANT,FAIL
O00471,S003,223.17000000000002,150,COMPLIANT,FAIL
O00472,S021,113.3,250,DATA_QUALITY_ISSUE,PASS
O00473,S035,67.98,300,COMPLIANT,PASS
O00474,S021,113.3,150,COMPLIANT,PASS
O00475,S012,113.87,300,PROCESS_VIOLATION,PASS
O00476,S048,223.51,300,COMPLIANT,PASS
O00477,S006,183.34,250,COMPLIANT,PASS
O00478,S020,57.68,300,COMPLIANT,PASS
O00479,S006,307.94,300,COMPLIANT,FAIL
O00480,S016,155.7,300,COMPLIANT,PASS
O00481,S005,656.58,250,COMPLIANT,FAIL
O00482,S012,60.769999999999996,300,COMPLIANT,PASS
O00483,S003,223.17000000000002,300,COMPLIANT,PASS
O00484,S046,60.769999999999996,250,DATA_QUALITY_ISSUE,PASS
O00485,S049,83.0,250,PROCESS_VIOLATION,PASS
O00486,S045,723.65,250,CARBON_VIOLATION,FAIL
O00487,S037,132.87,250,COMPLIANT,PASS
O00488,S049,173.0,250,COMPLIANT,PASS
O00489,S042,501.26,300,COMPLIANT,FAIL
O00490,S004,145.23,250,COMPLIANT,PASS
O00491,S045,723.65,250,COMPLIANT,FAIL
O00492,S047,295.83,300,COMPLIANT,PASS
O00493,S010,104.03,300,COMPLIANT,PASS
O00494,S025,857.7900000000001,150,DATA_QUALITY_ISSUE,FAIL
O00495,S021,190.3,300,COMPLIANT,PASS
O00496,S038,53.56,250,COMPLIANT,PASS
O00497,S035,114.18,300,DATA_QUALITY_ISSUE,PASS
O00498,S047,603.63,250,COMPLIANT,FAIL
O00499,S050,112.27,250,COMPLIANT,PASS
O00500,S030,98.88,150,COMPLIANT,PASS
O00501,S045,354.65,150,COMPLIANT,FAIL
O00502,S015,262.96,150,COMPLIANT,FAIL
O00503,S044,197.76,150,COMPLIANT,FAIL
O00504,S012,102.07,250,COMPLIANT,PASS
O00505,S027,164.35,250,COMPLIANT,PASS
O00506,S019,218.86,300,COMPLIANT,PASS
O00507,S043,73.13,300,COMPLIANT,PASS
